issue,url,title,state,created,closed,labels,thread_type,verdict,duplicate_of,n_causes,cause_ids,categories,strengths,evidence_kinds,n_ruled_out,ruled_out_findings,summary,evidence
4670,https://github.com/mrdoob/three.js/issues/4670,Should we replace `.sort` by a faster sorting operation on the render function?,CLOSED,2014-04-12,2015-09-03,Suggestion,perf_feature_request,cause_asserted_unverified,,1,TS-01,transparency_sorting,reporter_asserted,proposed_optimization,0,,Proposal to replace native Array.sort in the render loop with insertion/bubble sort since render lists are nearly sorted each frame.,"body: ""Having such overly expensive operation run every single tick doesn't sound like a good idea."" — rests on an external jsperf link (dead) and no in-thread measurement; maintainer only endorses the near-sorted observation."
4683,https://github.com/mrdoob/three.js/issues/4683,Computing normals for UTF8Loader,CLOSED,2014-04-15,2015-09-03,Suggestion,perf_defect_report,cause_established,,1,LPC-02,loader_parse_cost,measured,observed_cost,0,,UTF8Loader doesn't compute normals; also obj2utf8 encoding of OBJ files with normals is catastrophically slow (184s vs 8 hours).,"body: ""obj2utf8 conversion time goes from minutes to quite literally hours"""
4691,https://github.com/mrdoob/three.js/issues/4691,facenormals for new buffergeometry-plane,CLOSED,2014-04-17,2015-09-03,Enhancement,perf_feature_request,incidental,,0,,,,,0,,Request for face normals / flat shading on BufferGeometry planes; discussion of vertex duplication cost.,
4727,https://github.com/mrdoob/three.js/issues/4727,"Primitives generated by EdgesHelper, BoxHelper, WireframeHelper do not have position",CLOSED,2014-04-26,2016-10-09,Suggestion,perf_feature_request,incidental,,0,,,,,0,,API/semantics discussion about EdgesHelper/WireframeHelper positions and matrixAutoUpdate hack; performance mentioned only as an aside.,
4746,https://github.com/mrdoob/three.js/issues/4746,Support Vector Shapes with WebGLRenderer,CLOSED,2014-05-01,2014-05-03,Enhancement,perf_feature_request,cause_asserted_unverified,,1,SGS-01,scene_graph_scale,speculative,proposed_optimization,0,,Experiment rendering vector shapes on GPU; claims fewer generated faces than tessellated ShapeGeometry.,"""I would think its slightly more performant than the using the existing tessellation scheme with `ShapeGeometry` as less faces are being generated"""
4776,https://github.com/mrdoob/three.js/issues/4776,Moving to a modular architecture,CLOSED,2014-05-06,2016-07-22,Suggestion,perf_feature_request,cause_asserted_unverified,,4,BSLT-08; BSLT-03; BSLT-07; O-05,bundle_size_load_time; bundle_size_load_time; bundle_size_load_time; other,reporter_asserted; reporter_asserted; reporter_asserted; reporter_asserted,observed_cost; proposed_optimization; observed_cost; hypothetical,0,,"Long architecture thread on moving three.js to a modular (CommonJS/browserify, later ES6 modules) architecture. Performance discussion centers on bundle size, minification and load/startup cost rather than runtime rendering: monolithic build ships unused code and instanceof checks prevent tree-shaking; THREE.* namespace member references survive minification (~10%/47KB); global namespace blocks closure-compiler property renaming (777kb→238kb experiment); CommonJS per-module wrappers add size; ES6 transpilation and babel-polyfill add runtime and ~50k startup cost; browserify rebuild times >2s mitigated by --noparse.","ChiChou: ""it takes more than two seconds to build a boundle and blocks the livereload every time I make a change"" || anvaka: ""Removing `instance of` checks - they require explicitly referencing modules even when they are not used"" || spinchristopher: ""would also remove the usage of the global THREE variable from the code, thereby allowing variables like THREE.Geometry to be minified by closure"" || christopherjbaker: ""arrow functions are a tiny bit slower, due to the underlying bind, classes are a bit slower to create"""
4795,https://github.com/mrdoob/three.js/issues/4795,Enhancement: Game SpriteHUD..Avoiding 2x-Render,CLOSED,2014-05-11,2016-01-15,,perf_feature_request,cause_asserted_unverified,,1,O-09,other,speculative,proposed_optimization,0,,Tip: parent HUD sprites to camera to avoid a second orthographic render pass; maintainers dispute that there is a real cost.,"""another (probably faster) way to do a HUD"" ... ""updating them stays out of the Three.js rendering loop"""
4821,https://github.com/mrdoob/three.js/issues/4821,threejs featured projects,CLOSED,2014-05-16,2014-05-17,Question,perf_question_or_help,no_mechanism,,0,,,,,0,,Author asks about getting a project featured; mentions low fps on some machines but no mechanism discussed.,
4834,https://github.com/mrdoob/three.js/issues/4834,"Error in ThreeJS examples: gl.getProgramInfoLog() (66,6): warning X3557: loop only executes for 1 iteration(s), forcing loop to unroll ",CLOSED,2014-05-19,2015-07-25,Browser Issue,correctness_bug,cause_asserted_unverified,,0,,,,,0,,"ANGLE/D3D shader compiler warning X3557 (loop unrolled for 1 iteration) logged as console.error; concluded benign, warnings only appear on first shader compile due to Chrome shader caching.",
4843,https://github.com/mrdoob/three.js/issues/4843,Internet Explorer: WebGLRenderer broken since r67,CLOSED,2014-05-22,2015-03-24,Bug,correctness_bug,incidental,,0,,,,,0,,IE11 shader compilation failures since r67 due to `#extension GL_EXT_frag_depth : enable` being rejected even when guarded; also spurious infoLog dumps on successful compiles. Performance only mentioned in passing.,
4857,https://github.com/mrdoob/three.js/issues/4857,Expose controls state to allow browser performance boost,CLOSED,2014-05-25,2018-08-04,Suggestion,perf_feature_request,cause_asserted_unverified,,1,AAM-02,app_api_misuse,reporter_asserted,observed_cost,0,,Request to expose OrbitControls state so apps can render only on demand; continuous rendering of a large scene starves other DOM elements. WestLangley points to the existing 'change' event.,"body: ""threejs is still rendering so performance for those other elements are degraded"""
4867,https://github.com/mrdoob/three.js/issues/4867,using css selectors to simplifing and invite more developer to use 3D GUIs,CLOSED,2014-05-30,2015-10-28,,other_nonperf,incidental,,0,,,,,0,,Proposal to add CSS/jQuery selector shadow-DOM wrappers around three.js objects; 'performance will not changes' is an aside with no perf content.,
4868,https://github.com/mrdoob/three.js/issues/4868,Text and Labels,CLOSED,2014-05-30,2014-05-30,Help (please use the forum),perf_question_or_help,no_mechanism,,0,,,,,0,,Help request about drawing text labels on cubes; mentions text 'will affect performance' but no mechanism given. Redirected to StackOverflow.,
4870,https://github.com/mrdoob/three.js/issues/4870,"Vector,Quternation,Matrix improvements by arrays",CLOSED,2014-05-30,2014-05-31,Suggestion,perf_feature_request,cause_established,,1,CAH-01,core_algorithmic_hotpath,maintainer_confirmed,hypothetical,1,"array-vs-object property access speed depends on the JS engine version and is identical in recent V8, so no gain exists",Suggestion to back Vector3/Matrix with arrays for speed; rejected because getters/setters are slower and the cited benchmark was about JSON parsing.,"mrdoob: ""Even if accessing an array is faster, getters/setters are much slower."""
4893,https://github.com/mrdoob/three.js/issues/4893,THREE.Ray.intersectSphere,CLOSED,2014-06-06,2014-06-08,Suggestion,perf_feature_request,no_mechanism,,0,,,,,0,,"Proposed quadratic Ray.intersectSphere; maintainers asked for a performance comparison against the existing geometric method, none was provided and author conceded.",
4903,https://github.com/mrdoob/three.js/issues/4903,CSS based size by default?,OPEN,2014-06-09,,Enhancement,perf_feature_request,cause_established,,2,AAM-13; DBD-11,app_api_misuse; device_browser_driver,reporter_asserted; reporter_asserted,observed_cost; observed_cost,1,"three.js assumes the requested canvas size was honored instead of using gl.drawingBufferWidth/Height, so when the browser clamps the buffer the image is misplaced","Long-running request for CSS-driven canvas sizing (clientWidth/clientHeight, ResizeObserver/devicePixelContentBox) and dropping setPixelRatio. Discussion is mostly API design, but establishes that the common pattern of capturing devicePixelRatio once plus setSize(window.innerWidth/Height) makes the drawing buffer enormous when the browser is zoomed out (13944x7869, x4 MSAA), and that three.js assumes the requested size succeeded rather than reading gl.drawingBufferWidth/Height. Blocked on devicePixelContentBox being Chromium-only.","so it's slow. There's no reason to render 15354 x 8642 when there aren't that many pixels on my screen || greggman: ""There is no code that will return pixel perfect values except `devicePixelConentBox` and unfortunately `devicePixelContentBox` is only on Chromium browsers."""
4920,https://github.com/mrdoob/three.js/issues/4920,Fast polygon triangulation (Seidel's Trapezoidation) - reasonably small,CLOSED,2014-06-13,2015-12-31,Enhancement,perf_feature_request,cause_established,,1,CAH-07,core_algorithmic_hotpath,measured,observed_cost,0,,Proposal to replace three.js Shape triangulation with PnlTri.js (Seidel's trapezoidation); benchmarks show the existing algorithm is drastically slow for polygons with many holes.,"""A square with 1600 square holes ( ~6400 vertices -> ~10k triangles) takes with:"" - ""Three.js:   5.5 seconds - 6 minutes (depending on order of vertices)"" vs ""PnlTri.js: ~240 milliseconds"""
4927,https://github.com/mrdoob/three.js/issues/4927,Error creating WebGL context,CLOSED,2014-06-15,2014-06-30,Browser Issue,other_nonperf,incidental,,0,,,,,0,,WebGL context creation fails in Chrome due to GPU blacklisting/hardware acceleration disabled/driver issues; not a three.js problem.,
4936,https://github.com/mrdoob/three.js/issues/4936,New experimental renderer for Three.js,CLOSED,2014-06-18,2019-06-24,Enhancement,perf_feature_request,cause_established,,2,DCO-12; CAH-16,draw_call_overhead; core_algorithmic_hotpath,reporter_asserted; speculative,observed_cost; hypothetical,0,,Third-party software renderer (TinyGLRenderer); discussion of draw-call/immediate-mode cost and CanvasRenderer slowness.,"""This reduces thousands of draw calls per frame for a medium scene"" and ""it runs at 7 fps on Chrome 28"" || daoshengmu: ""think the bottleneck is drawTriangle too many times"" ... ""it seems would let performance to be slow"""
4955,https://github.com/mrdoob/three.js/issues/4955,SSAO,CLOSED,2014-06-21,2018-12-04,Enhancement,perf_feature_request,cause_asserted_unverified,,1,RTP-06,render_target_postprocessing,reporter_asserted,proposed_optimization,0,,Request to replace the slow SSAO shader with Scalable Ambient Obscurance; eventually added in r99.,"""it is a little on the slow side"" ... ""it's a fair bit faster than SSAO"""
5053,https://github.com/mrdoob/three.js/issues/5053,Need to call _gl.enableVertexAttribArray in every frame,CLOSED,2014-07-11,2015-07-01,Enhancement,perf_question_or_help,no_mechanism,,0,,,,,0,,User interoperating with another WebGL library needs vertex attrib arrays re-enabled each frame; asks about performance penalty. Solved by monkey-patching / later resetGLState.,
5058,https://github.com/mrdoob/three.js/issues/5058,Calculate an envmap reflection vector in a fragment shader,CLOSED,2014-07-12,2014-07-22,Suggestion,correctness_bug,ruled_out_or_no_cause,,0,,,,,1,Moving reflection vector computation from vertex to fragment shader adds per-pixel ALU cost; attempted measurement with 500k triangles was inconclusive,Envmap reflection vector computed per-vertex causes interpolation distortion; moving to fragment shader fixes visuals at some per-fragment cost. Perf difference could not be measured.,
5073,https://github.com/mrdoob/three.js/issues/5073,Software renderer supports texture mapping and lighting,CLOSED,2014-07-16,2014-07-26,Enhancement,perf_feature_request,cause_asserted_unverified,,1,O-01,other,speculative,proposed_optimization,0,,Adding texture mapping/lighting to SoftwareRenderer; discussion of texel encode/decode overhead and CanvasRenderer being unusable on iOS.,"gero3: ""I think it would be faster to not encode it and decode back."""
5160,https://github.com/mrdoob/three.js/issues/5160,BoundingBoxHelper doesn't like odd geometries,CLOSED,2014-07-31,2017-04-07,Bug,correctness_bug,cause_asserted_unverified,,2,CAH-02; DBD-04,core_algorithmic_hotpath; device_browser_driver,reporter_asserted; speculative,observed_cost; hypothetical,0,,Degenerate (zero-volume) geometry causes Matrix3.getInverse to log an error every frame; flooding console freezes DevTools. Aside about throw preventing V8 optimisation.,"killroy42: ""It usually hits with 10s of 1000s of errors in the console quickly freezing up DevTools."" || mrdoob: ""But I think V8 can't optimise functions with throws."""
